fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class
0.2963228089641319,0.17078586609608767,0.4096822852833034,0.47963616616888405,0.4712398806987643,0.5742279898698758,0.6920197213704125,0.3007097748164307,0.01888420973835446,0.8808868688364195,1
0.2649922922703477,0.17469887531683195,0.196709719996229,0.5578332880803692,0.44269279931827865,0.8223226228498406,0.4729269424605373,0.34304570854970395,0.0733932259560911,0.726082906782566,1
0.04836656281986085,0.09162826821713516,0.05548222871688513,0.7060819983708932,0.6465700894759268,0.6969530840116295,0.6144853954908023,0.5680609236557355,0.5302459257175717,0.022040611735787363,1
0.023692879907059844,0.037859182831876705,0.06985952672763285,0.9803149606299212,1.0,0.6482476711517674,0.5663629142564771,0.5293133837605418,0.1692206662439931,0.35578719167418094,0
0.08959458982500149,0.08221310141795421,0.14231168096540026,0.5928590822698886,0.511930123561994,0.7290481252525518,0.6579585011377976,0.5469652779424434,0.615339422404045,0.500298637564592,1
0.11483945502548448,0.13447387728663915,0.37673234656359,0.3237849579147434,0.2971878994461014,0.7672984166756694,0.6289193539729144,0.5842916874145385,0.0034592696517706375,0.5805160469008139,1
0.24597873253208735,0.16164493739082916,0.4200056566418403,0.21544936193320663,0.18086919471665958,0.8238350983855189,0.6857117230854324,0.3744449450280195,0.02074654441645524,0.5939510210610092,1
0.23598179971634758,0.1755267059809486,0.35768831903459974,0.2806136301927776,0.25969322539412015,0.8287792937682308,0.7896460766880276,0.4530038966479343,0.650129467419918,0.3125274073175568,0
0.09104118726377833,0.16063189368566785,0.22174036013953058,0.39125712734184087,0.32317852577758843,0.7378761715865892,0.6440596370327438,0.4037875734079466,0.15815100335832707,0.3538279865465932,1
0.3044694889732986,0.17656328504491672,0.4354671443386443,0.28427912028237845,0.25287601193012355,0.30316002337353665,0.7193941304733361,0.6438606059168979,0.020857694720020328,0.7856706888345227,1
0.04193044699860857,0.032476748600413614,0.09375883850287547,0.8976377952755905,0.8031529612270986,0.7187090955646983,0.6146620615708469,0.5441459385546834,0.17490180778029443,0.3583231582505576,1
0.7132262254693612,0.23937506459432714,0.3759781276515509,0.31754004887320114,0.23838943331913082,1.0,0.9616600632056876,0.45556793841241233,0.8666389168970012,0.0883140697982435,0
0.12126463437125456,0.15988490186267013,0.3121052135382295,0.4074124355145261,0.3504473796335748,0.7062449004684854,0.6662587492177431,0.6257226187371067,0.13340304801352862,0.4095211423206443,1
0.022452087052356393,0.07541649910514472,0.04068068256811552,0.6734998642411077,0.6135492117596932,0.6481080029294514,0.5908831469392942,0.44875157091029805,0.2053445149026471,0.44986471376429304,1
0.5634705811295092,0.7275117088410062,0.5814085038182332,0.053760521314146076,0.04345973583297828,0.04095681088504877,0.8593150248385715,0.07337395964242516,0.18091526604051997,0.7346243276195301,0
0.357146017358175,0.16211257473755514,0.5453945507683605,0.20133043714363286,0.16723476778866642,0.6678683704598128,0.9004197857855832,0.5732988721061658,0.046029835917199835,0.4546423201983346,1
0.3095141868457067,0.20613188191798848,0.39667200905062694,0.22020092316046697,0.18363868768640818,0.7431784906162651,0.855123961831973,0.5714090373777851,0.6654840879266952,0.4202833920351623,0
0.510662317926325,0.5413541836146831,0.8485905534081267,0.11824599511267986,0.09245845760545378,0.5067700291094838,0.27486422192521187,0.8012670033749871,0.19498031618858808,0.8763500751722332,0
0.0559937602436249,0.1406155826587383,0.15371924200999343,0.6903339668748303,0.7194290583723904,0.7110318198829055,0.6064549029253865,0.5647436353433081,0.7254099801630735,0.3174762583879398,0
0.39906254520616996,0.2496293180987932,0.7331479211841238,0.12530545750746672,0.09927567106945036,0.45010651194133455,0.8195050224128103,0.41663307487412954,0.016706571137895566,0.7557742294065689,1
0.020237450767218612,0.0774947736154302,0.11369850098991241,0.6892478957371708,0.6201533873029399,0.6581151713711182,0.5467567165385951,0.5408175847105968,0.2162837463096398,0.45826045774048063,1
0.8462480680964618,0.1239535719000095,0.28207787310266796,0.3585392343198479,0.29292714103110357,1.0,0.0,0.5816067151969269,0.5610254863109327,0.36062425805139653,0
0.07515347106332868,0.07248071891311667,0.1327896672009049,0.6373879989139287,0.512143161482744,0.6518112998754326,0.6538313097139845,0.5493230265809879,0.168404051768821,0.5283131897910847,1
0.44111130498499473,0.18127342663568183,0.4219383426039408,0.22834645669291337,0.17852577758841076,0.7719385053948343,0.9814262796229947,0.38560216252104423,0.09181582167861911,0.5861082545563411,1
0.05042858556077026,0.08906189083072652,0.07985292731215232,0.7459951126798805,0.7092032381763954,0.7004618004427602,0.623488230981387,0.42063484535919504,0.03697448873695828,0.19540885994775256,1
1.0,0.8628502547446771,0.716555105119261,0.06923703502579417,0.05688112484022158,0.03353171393799326,0.0,0.9372560643065468,0.200921186495465,0.7241593776208829,0
0.03717158882630241,0.09117802657039681,0.24069011030451593,0.5779256041270703,0.5281210055389859,0.7066340614981864,0.6088388757786048,0.4510958828318276,0.0746068058011385,0.4671764762194417,1
0.15615149404682901,0.12187632066619389,0.417554445177713,0.3407548194406733,0.2711972731146144,0.602632566928833,0.6311922310411816,0.3841486258980864,0.09511290262212639,0.48019820377457667,1
0.06974339548731195,0.13600060577967013,0.27288583011219003,0.43578604398588106,0.3610992756710695,0.7140964629918007,0.6541391163842162,0.5861119673724895,0.020037677684535026,0.29871456521849005,1
0.040423201832157904,0.12647083201586484,0.19736966154426316,0.5385555253869128,0.4275671069450363,0.6820366372428299,0.6070158177295284,0.42049336463298,0.4126625147869601,0.19560805075738588,1
0.027017071341115126,0.13576832202101194,0.17370604317903282,0.5724952484387728,0.4965913932680017,0.6329692210631617,0.6286788163100844,0.4253558754021135,0.6424600964739268,0.49656158013609786,1
0.15240773964427623,0.10656196501827059,0.37140567549731307,0.32554982351344014,0.25500639113762247,0.6184801351797392,0.5082958314279444,0.4221776966305456,0.16424158631898553,0.46801188842103825,1
0.047528431107909705,0.0,0.09800131988309613,0.9999999999999999,0.7850447379633575,0.670475809046084,0.5164445543700055,0.49493989045123654,0.4811447120243079,0.4529417658235544,1
0.12687454918108168,0.1685571699447328,0.2816536249646461,0.3680423567743687,0.3785683851725607,0.6692459527551348,0.6786267337907174,0.6388906014116457,0.23468592667028856,0.5207647500051285,1
0.031124214997188815,0.1301935118132152,0.16173281795041017,0.5921802878088515,0.5389859394972306,0.6888299443893663,0.6325834764215335,0.5949667638852663,0.3588385473789511,0.17847050593573746,1
0.29551201844088615,0.2501051416572781,0.5786273215800887,0.260657073038284,0.24627183638687689,0.5388480594771753,0.7590087809836632,0.26969625115595286,0.05152610500981639,0.8478955193662523,1
0.13140175291817477,0.11121377985025371,0.22291882718959177,0.5517241379310344,0.48764380059650625,0.7974088560396657,0.4957229821506106,0.5479603853966597,0.038870849018191225,0.41680201236231673,1
0.4436018387197961,0.5126635579527512,0.9999999999999999,0.0,0.0,0.8117006754808854,0.8612991208144579,0.31280361052490135,0.02046072935014501,0.6149671379759062,1
0.07197195092306338,0.1083987462816691,0.26114829829357966,0.47651371164811285,0.4213890072432893,0.6499547272022963,0.6447207758630649,0.4293157549458974,0.019552245746516067,0.5233007165815051,1
0.1113760720852926,0.05652169908918161,0.3206844536626755,0.43402117838718435,0.4448231785257776,0.6163866040268616,0.6304594065514578,0.44347410270394166,0.35827258818018604,0.3103407679073281,0
0.036190785820561275,0.06541397161226417,0.18431224662958423,0.7111050773825686,0.556242011077972,0.70126160992098,0.5181718050449038,0.45607616247362054,0.38657054811844094,0.2724291081395014,0
0.0021644279204242056,0.06614459101174414,0.045488828132365655,0.9894108064078196,1.0,0.6894387545892053,0.5940301813613209,0.5775432938926168,0.7781814222475273,0.20873086021591689,1
0.04368674553853939,0.032743823759047046,0.04275478457622317,0.8395329894108062,0.6927993182786537,0.7266630217637708,0.5983201094242522,0.44385744433642377,0.4441350634974464,0.572286790765514,0
0.08095626553165935,0.12437311525265204,0.17728858301121908,0.5467010589193592,0.4495100127822753,0.6634643449112718,0.6279748699295986,0.538766509378038,0.7136189744910054,0.4854217597824242,0
0.2675534159832612,0.16885085029158262,0.40228151220891883,0.3721151235405919,0.3583297827013209,0.41422580531562925,0.7980458693092289,0.38649451860985307,0.20790664281849955,0.6842849451288779,0
0.3243375851367333,0.20254632116759935,0.5660884321674365,0.2459951126798805,0.22070728589688965,0.5238020913227237,0.8138527270787653,0.6436250681715789,0.019145072695701097,0.7669229687517187,1
0.04114401498893677,0.05791642491760066,0.19011030451588595,0.7971762150420851,0.717937792927141,0.65108848698131,0.6117032444725601,0.5466159233000577,0.17962456149503966,0.5732857178108395,1
0.10947063978878685,0.15835101043435015,0.22716130856981243,0.40469725767037734,0.34789092458457604,0.7422187192424013,0.5149014441093075,0.6081126154964867,0.015356888880319478,0.20763382426435414,1
0.03232325040005131,0.07869098380869641,0.1341095502969737,0.7203366820526743,0.5726459309757137,0.6204993556758718,0.5077226858951841,0.5654518293695018,0.2732823024898803,0.5447508910815734,1
0.23429012580426595,0.10429950074341035,0.23922881116243977,0.3626120010860711,0.3163613123135919,0.4153088309113232,0.46923360216021853,0.5531319406571344,0.8270557985865764,0.03308172858379199,0
0.32316986782275153,0.20858774544565226,0.4131234090694823,0.2394786858539234,0.2249680443118875,0.5806130360588732,0.7697575529845357,0.5560263675811538,0.16100915402142935,0.827548326812064,1
0.26717660469164856,0.2350660473797471,0.7804751579145847,0.11783871843605753,0.09565402641670219,0.7249276142578573,0.757777894045198,0.5928951382796259,0.0034025603132170207,0.6273288601618083,1
0.3364064829438208,0.11424472475397873,0.359903837088715,0.3148248710290524,0.26203664252236897,0.7592743579290664,0.8286875816655943,0.4111651214442099,0.05556380991483392,0.69274371664483,1
0.09153730556065096,0.10412861357294373,0.2503535401150184,0.612136844963345,0.6011930123561995,0.6658855592011216,0.6487688072933194,0.4536235664208538,0.2283322123787413,0.6085951131656504,0
0.02854420100844246,0.11831838838049102,0.1255303101725277,0.6330437143632908,0.6193012356199403,0.6680489244651573,0.5153101542906416,0.4140650811340589,0.09032890282174327,0.4332486326442818,1
0.2710694928507763,0.19454532244976477,0.6157254643160178,0.1669834374151507,0.13527907967618236,0.815489922102138,0.7775444502049668,0.6014898947984098,0.050678867491825354,0.6720635484088668,1
0.05806721657253841,0.16102073874421463,0.4291505609503158,0.39573717078468634,0.39348103962505326,0.6802970516277018,0.6223015105629329,0.5578221452904306,0.2304667518818994,0.15296783900863628,1
0.09962731474231926,0.09821509885362337,0.24196285471858203,0.3453706217757263,0.28525777588410717,0.6653806048589023,0.45581785183559465,0.5726483769236241,0.14827904170291342,0.09932337557664994,0
0.040486335122441305,0.08857071812519376,0.11468841331196378,0.8013847407005159,0.8994461014060503,0.6813320289674281,0.6310063919146731,0.4116211794275958,0.2676907617084936,0.46225021992746484,1
0.07144898855000728,0.07025611586764124,0.27265013670217797,0.5879717621504209,0.5155517682147422,0.6583518314144869,0.6399174969406192,0.548532631462468,0.38986536068840605,0.5348299995629694,0
0.05837393499856085,0.03693721073253293,0.21627227302724628,0.7183002986695628,0.5651896037494675,0.6284004586370172,0.6247113038432348,0.5989464033070131,0.48414463603379426,0.2458181078716343,0
0.5915276118664736,0.5902882876798535,0.9999999999999999,0.0,0.0023434171282488425,0.44697680970324083,0.8752740872309155,0.817511203850805,0.553675956034384,0.6675594577134263,0
0.07055965424829874,0.20390420904310344,0.36061091731875183,0.2959543850122182,0.2456327226246272,0.7596477018310265,0.6405521358589336,0.5810036437214964,0.3042149782973362,0.3131514394211694,1
0.15655316096453747,0.2181717528623601,0.5460073536343925,0.21531360304099917,0.1702172986791649,0.6735708926649712,0.6719990378493488,0.3278630087180581,0.25422796473586495,0.3768597955350934,1
0.09581694726182963,0.18768016061347467,0.251673423211087,0.27599782785772464,0.2588410737111206,0.5928716084944541,0.4844910963693083,0.40852283056299843,0.22013431039743042,0.3515090487628021,1
0.1654842845332884,0.11557703071773634,0.18256811539549356,0.5165625848493076,0.4505752023860248,0.5250044914674057,0.517979850554086,0.47261834190912033,0.21952638628813567,0.700598375138133,1
0.26050734309761747,0.22850377537853553,0.5958329405109833,0.23649199022535972,0.22028121005538986,0.45309206941152524,0.6822606191602518,0.6212102530054774,0.1203553633991124,0.7621364433262012,1
0.14963335465946054,0.12135547294303523,0.26675780145187156,0.42125984251968507,0.41755432466979125,0.7083993126413469,0.49518041343939645,0.5749555402745832,0.016182576849660145,0.47417788452819576,1
0.12034845599336255,0.1443699840266543,0.4174601678137081,0.2910670648927504,0.23924158500213039,0.8135751543363701,0.502709106388993,0.4051328258996672,0.03811207806834383,0.5141290203468953,1
0.14578321817721762,0.2951027011428975,0.4928820590176298,0.160602769481401,0.11077971878994462,0.7369930983604502,0.6754144688160588,0.6600558018953675,0.11899774183413879,0.6362338785512822,0
0.21384637334045198,0.07341190050068916,0.4123691901574432,0.3535161553081727,0.3018747337025991,0.6513433516433995,0.5237092674269198,0.519435025569282,0.8926015862736181,0.21216526653365478,0
0.23055780498971723,0.2661838848281868,0.6521636655039126,0.13521585663860983,0.07477631018321261,0.43373787378409556,0.4455460782508428,0.6693745603427153,0.684059798863318,0.6002264234636071,0
0.24956788494032411,0.1571148924587594,0.4096822852833034,0.2846863969590008,0.2801448657861099,0.7456814764721716,0.7454156850940714,0.3910163690829045,0.09541913305031594,0.5338013425460569,1
0.6973857349584937,0.32865389003666395,0.472518148392571,0.19264186804235678,0.18257349808265871,0.13462584136674305,0.8823043779893092,0.333279586465274,0.15091602594565662,0.6411943243105843,0
0.3577674080105706,0.09027140361810093,0.2910813613651363,0.22766766223187618,0.17895185342991055,0.5832795650468933,0.41582302951070976,0.4218077917150783,0.006968443521468456,0.5756254665747417,1
0.3406170260044531,0.7496359693958473,0.852173093240313,0.07901167526472985,0.060289731572219854,0.45442130501450695,0.42488905709915664,0.6669053659924596,0.253303602517441,0.950883113941008,0
0.05528239222476247,0.05081590949324279,0.19359856698406708,0.7822427368992669,0.7637409458883682,0.6903770385442513,0.6364351367089692,0.5494550225657806,0.931357882427931,0.5178021583364774,0
0.051271688397940565,0.14882942288230377,0.15862166493824825,0.5767037740972033,0.4833830421815084,0.7476669736582151,0.5185961433794727,0.6160268418182249,0.6622130932789226,0.10526907259434731,1
0.05560153846383281,0.18712554476681062,0.36919015744319783,0.4044257398859625,0.3344695355773328,0.7173962739622024,0.6285130219888116,0.560097692836649,0.1171365413428091,0.24026841407547664,1
0.14101938887969231,0.13211624830008195,0.34265107947581785,0.23241922345913657,0.18214742224115893,0.8449076906456312,0.5207626810572514,0.3896671646155913,0.2659781396841744,0.21643686885128446,1
0.3904376429509196,0.09883622767082831,0.41005939473932307,0.2597067607928319,0.21985513421389008,0.6024412692140797,0.8221431226273237,0.4119634205139149,0.07165111507572398,0.6235561267674097,1
0.12789114428840082,0.22204997068312912,0.32912227774111436,0.2974477328265001,0.2458457605453771,0.5941721942056788,0.48586297642934756,0.2866154490629865,0.16103183775685082,0.22619424552615955,1
0.5166972639423907,0.5663507812204208,0.48944093523145094,0.09788216128156393,0.09608010225820195,0.5162594104449149,0.06102997683635891,0.7574340612872374,0.7368924870334098,0.026361268506535696,0
0.0686442797013547,0.07201512811933039,0.30291317054775135,0.8486288351887048,0.6983383042181509,0.7435676516459662,0.6402585983720901,0.5037678135299836,0.3729500991846332,0.29994835903935324,0
0.09477698786598046,0.11537851508258351,0.28104082209861414,0.32093402117838715,0.2545803152961227,0.637932814810084,0.6488462685745698,0.41814984310656894,0.02946617231245939,0.33643892616531823,1
0.07176763767655572,0.08251906108244231,0.11383991703591956,0.7587564485473797,0.624201107797188,0.6222962410745142,0.49019707101228993,0.42183624593934504,0.17448669542208195,0.43129537351101155,0
0.8015114209116349,0.6848625688537154,0.7556330724992931,0.19820798262286177,0.14188325521942907,0.2646897843439085,0.03296487130895298,0.29212766461954326,0.47373733822243447,0.9661259676734125,0
0.06891818870093064,0.19532915222567748,0.33944564909965125,0.36424110779256036,0.31082232637409457,0.626881715937517,0.5245711940520609,0.5917277246895722,0.4137513340871895,0.2865014928905232,1
0.041835498506922544,0.03161003343044227,0.0,0.9151506923703502,0.8510864933958244,0.7160413728311883,0.6183322993837752,0.4459298603371825,0.6964632653917652,0.3910261269963303,1
0.35835201233634434,0.3541058456714894,0.6735646271330255,0.19332066250339397,0.19769919045590117,0.34103159903998986,0.3742501034515796,0.2841075253519234,0.004668312749733752,0.8436494848241874,0
0.3020540192293065,0.4078278603391343,0.8697086829452249,0.06991582948683137,0.053472518108223274,0.8043442188994979,0.8025953606128411,0.30122353164346855,0.012873019851671054,0.4961037385736571,1
0.25962894527139113,0.13512365784500022,0.37060431790327153,0.32907955471083356,0.25649765658287177,0.7948563297459291,0.7562375017241931,0.3949541175633699,0.00031757229590025624,0.6425268216371166,1
0.06358317711572334,0.051315268410534416,0.22489865183369473,0.7368992669019819,0.6648913506604176,0.5988361578346412,0.5240547855103918,0.40518183039701544,0.6316739802810288,0.35596259850654466,0
0.032402291291036014,0.0854057240039171,0.20467615725464328,0.6779799076839532,0.5790370685982105,0.6380002614302622,0.6084189540960371,0.41274433089101237,0.1752999073369408,0.34762036847921385,1
0.18361149264497167,0.12055629402007462,0.2658150278118224,0.40211783871843604,0.3764380059650618,0.5813391317530928,0.46241157353080076,0.597983702052656,0.0014483565066593792,0.43634649568365413,1
0.24812427017667876,0.26896822010267557,0.48439709625718874,0.19250610915014932,0.15658287175117175,0.5309666533166129,0.7473158646819367,0.34202372766145794,0.10492361819190213,0.7453627933567784,1
0.1319286921914062,0.13017202300734812,0.2658621664938249,0.32935107249524836,0.3751597784405624,0.5871863955988991,0.49805089749766096,0.39625194634797933,0.5559670133119502,3.2405669029900164e-05,0
0.05519539753342709,0.04919401628851484,0.15103233713585384,0.7959543850122183,0.7748189177673626,0.5725504790202214,0.5340129768030643,0.5709529793943993,0.1037032332262283,0.5179195917242462,1
0.0751997025278669,0.13109194855375217,0.3775808428396342,0.4735270160195493,0.4103110353642949,0.613450586994501,0.5044740684771317,0.5719631043558675,0.04502381225125868,0.5166590409289546,1
0.42252029089036336,0.2614819294491805,0.8203073442066561,0.09435243008417052,0.10907541542394548,0.4434683917084825,0.831101112112974,0.43103723551403345,0.03644936026195179,0.6870563730802243,1
1.0,0.5283299207063062,0.8342603940793815,0.03719793646483843,0.008095440988495947,0.04303512178293045,0.07540889703968806,0.7586544313502319,0.909453333318211,0.5982374883644324,0
0.09129222908734613,0.16421336133017753,0.3402470066936928,0.30247081183817537,0.2456327226246272,0.7476812986040937,0.6619861480203547,0.37016100348564246,0.08178507387525534,0.5606058849289558,1
0.04225108457524469,0.03329229994689196,0.011548977090600654,0.8653271789302198,0.7356199403493823,0.5803847322339335,0.5327912629110629,0.445229570262174,0.2752331037361247,0.6630850969895729,1
0.4469001803027117,0.49674956229348993,0.9265107947581787,0.05389628020635351,0.02876011930123562,0.6317468256815242,0.21596782774785406,0.351570910298058,0.5761237806074477,0.4152298914647927,0
0.09164070496520957,0.08926142974234921,0.39968888469878394,0.431441759435243,0.368129527055816,0.6200794556998064,0.6160944157890553,0.41493925813514176,0.3147368289725743,0.49035990806303587,0
0.031012364679757626,0.037332195449898846,0.028471763929480587,0.9656530002715177,0.9020025564550491,0.6423398247223497,0.5995329900122512,0.468023775085165,0.8609260181311097,0.3747043725950311,1
0.16813836828780032,0.18396055064553396,0.26397661921372684,0.3320662503393972,0.29292714103110357,0.8206057183990202,0.7162396217171536,0.6685754708778918,0.2104302083841355,0.6130079328483186,1
0.030228418232695384,0.07282556308345944,0.07259357028377489,0.8440130328536519,0.8787814230933106,0.662755260090283,0.5557469815580998,0.5664840853942885,0.1639546370659042,0.5305236131785829,0
0.24656184552029536,0.14638890850168787,0.31884604506458014,0.343741515069237,0.28845334469535583,0.8321620700501791,0.7395191149301185,0.5565100893936878,0.8365500760472231,0.24678225085020286,1
0.03796696886136873,0.07586264764600364,0.1601772414443291,0.7210154765137116,0.6570089475926716,0.6442462362696886,0.5997133932593738,0.5859056742465558,0.19276298105114165,0.512276843117021,1
0.0927204333628121,0.17550010079273223,0.3652305081549919,0.39519413521585656,0.34235193864507885,0.7298389816395975,0.6697400902220082,0.3511377737731092,0.8990698534290437,0.5448519729849695,0
0.1772897127037602,0.1506958791633282,0.4052983878570754,0.26798805321748576,0.23412867490413292,0.7125174361450616,0.6708197917650505,0.5703744101676428,0.028610995487070842,0.3514882377826911,1
0.01482190695346082,0.0760243253282415,0.11270858866786082,0.8099375509095845,0.8885811674478057,0.6576830355037815,0.5828264942043334,0.5656478473588946,0.14717207541434682,0.2007483628447896,0
0.32138026274385234,0.1578035575229751,0.20354482888658432,0.6574803149606298,0.6631870472944185,0.9254571597571682,0.4661908686739105,0.5849153091630506,0.20546927544746507,0.3425528948221984,0
0.01647331475126726,0.03469418871060002,0.10318657490336569,0.9999999999999999,1.0,0.6428271713185933,0.5433467214512712,0.4463329618476276,0.7033432423450899,0.4880142133048163,1
0.08325043982030375,0.19139772402847574,0.2568115395493541,0.32473527016019543,0.29590967192160206,0.7056915994339259,0.647444151435446,0.5990127964969688,0.5429284021917026,0.5188501398349213,1
0.4175347494080633,0.3063045086584538,0.8669746393890826,0.09163725224002173,0.07669365146996167,0.7315964734370738,0.8437972879038774,0.5921411013365581,0.020981321078067217,0.8529585335275295,1
0.06688002736107321,0.12867087642606365,0.15103233713585384,0.4834374151506923,0.45355773327652327,0.692548163153971,0.5066766188558426,0.5769655150609789,0.43343741387269213,0.3777576406770228,1
0.00017945762041184088,0.08042953053098839,0.029980201753558977,0.8898995384197665,0.6964209629314018,0.6068375354169365,0.5684625226693159,0.5868027727060757,0.7359987478578048,0.1994907850466567,1
0.042903793316520986,0.061995204926462245,0.06307155651927976,0.7431441759435242,0.6201533873029399,0.6698282021178239,0.5120068383362677,0.5805049044017103,0.7359170864102875,0.4136119864110246,1
0.18223946208448227,0.16295677782518955,0.4576694635617987,0.2322834645669291,0.19088197699190457,0.5603814374963815,0.6903699319767644,0.5628040057224606,0.0629575734754545,0.6396013924329492,1
0.39935633870662257,0.32617756097960304,0.7099085509569153,0.17825142546836814,0.18236046016190882,0.5027784426276964,0.3650461404237133,0.38969561883985804,0.08518650000170129,0.8042043531218998,1
0.03640354997994151,0.03553736852176458,0.03144150089563491,0.9409448818897638,0.7515977844056243,0.6636747425538633,0.5314920877378113,0.5362822975205305,0.04432401901350704,0.4380529960527517,1
0.22035854737755745,0.2254155269924983,0.46375035354011496,0.19698615259299485,0.18662121857690672,0.6015960974072445,0.7245014788989356,0.5889763592820051,0.20554072921404265,0.4779387259339597,1
0.09482520778060635,0.08774391073754698,0.1268973319505987,0.44040184632093404,0.3674904132935663,0.6045661361860667,0.5491644713641273,0.41030121957966786,0.10950573274703439,0.5615423790339483,1
0.052365335946156735,0.058511971823059124,0.11270858866786082,0.7579418951941351,0.7253941201533873,0.7329083997304522,0.5449567609769091,0.4385942032422007,0.04781731426840984,0.43469945525773057,1
0.047644258325516234,0.14735692804217534,0.23102668049401343,0.4281835460222645,0.42564976565828716,0.7238935322272485,0.5406393137745864,0.3913088152767568,0.1557011599328108,0.3493476798284224,1
0.30136601549897424,0.2085805825103632,0.6238333176204393,0.2322834645669291,0.21026842778014487,0.7899306374183105,0.8433967315416223,0.38244532441767637,0.009546450052115883,0.750039317887424,1
0.16133985743807094,0.1438880208093503,0.2660507212218347,0.28169970133043715,0.236046016190882,0.8529556243020319,0.506855323390657,0.375344414672895,0.1746080534065867,0.5153211922075366,1
0.3179059433281783,0.16805167136862204,0.3489205241821439,0.2922888949226174,0.2484022155943758,0.40243577798482627,0.7554224595587562,0.6590045763877361,0.011849983384163806,0.6475274028580611,1
0.2231761811517799,0.29806815635255146,0.5909305175827285,0.1570730382840076,0.12974009373668516,0.6654952044259308,0.7450878336186039,0.3295520830863348,0.028422720483072837,0.43879624534242834,1
0.6195592898648202,0.2554261793005496,0.5946544734609219,0.09272332337768124,0.049424797613975294,0.7046363284208716,0.8367265677925506,0.679490037069531,0.9715988290655776,0.17044014331035504,0
0.37289205648987855,0.3231445695229383,0.9225511454699727,0.08376323649199022,0.08180656156795911,0.5743402019459245,0.8212016962661625,0.6618499988144073,0.013061294855669064,0.7840325674000753,1
0.11578893994234488,0.13897424720108303,0.3418497218817763,0.30790116752647295,0.24648487430762672,0.5791450275426928,0.4809309351139463,0.39201384772247644,0.0706825195732282,0.36752161145959594,1
0.08760713396237951,0.13533342952132146,0.27062317337607256,0.40564756991582945,0.3610992756710695,0.7676953370510546,0.6566708772082411,0.37721844149890527,0.09313941764046053,0.4416889715778499,1
0.6984321568171277,0.5767820615541727,0.9662958423682472,0.0,0.0,0.10096460604309776,0.1254132117689507,0.9152735952702755,0.06261845163090386,0.6708996200212332,0
0.0532009820954983,0.11599657407037889,0.3159705854624305,0.5665218571816454,0.554111631870473,0.6820566324797854,0.628582329450983,0.454474031568381,0.17176124461119513,0.14763517400506423,1
0.017826952148445763,0.07811487915616527,0.11756387291411341,0.7443660059733912,0.7166595654026418,0.6433163085330718,0.5912405560089231,0.436643508089694,0.10358641198880786,0.18675446521875758,1
0.41177023260392015,0.24081788441682958,0.4576694635617987,0.23581319576432253,0.22113336173838943,0.9360140479969249,0.8281321027408384,0.6951406508113406,0.005693617590783147,0.396178331072369,1
0.4163894021575678,0.17658989023313304,0.4439521070990856,0.22386641325006784,0.20110779718789945,0.16719539643989278,0.8627212827588175,0.6234826389712217,0.018124304601735988,0.5871815065306343,1
0.2642739646761784,0.09255842652823781,0.24611105873479777,0.353923431984795,0.2944184064763528,0.584947227496256,0.49805395517981554,0.40971790798220026,0.13339397451936003,0.67458464999945,0
0.08190177354834444,0.10988659026884542,0.2052889601206752,0.45669291338582674,0.4017895185342991,0.682160488337405,0.6286190216368385,0.5333127830602518,0.5552865012493068,0.0,1
